Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
The Girl With the Dragon Tattoo,7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 6220 >  > in > Books > # > 524 >  > in > Books > Literature & Fiction > # > 32 >  > in > Books > Literature & Fiction > Movie & TV Tie-Ins","Larsson, Stieg",7949489,644.0,Random House,English,7.50 x 4.25 x 1.75 Inches,,5.0,1432
7th Heaven,6.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 4700 >  > in > Books > # > 368 >  > in > Books > Literature & Fiction > # > 50 >  > in > Books > Literature & Fiction > Mystery & Suspense",James Patterson Maxine Paetro,6536246,400.0,VisionGrand Central Publishing,English,6.75 x 4.25 x 1.00 Inches (US),,4.0,1433
A Clash of Kings,31.29,Books > Literature & Fiction > Fiction > Action & Adventure,"Martin, George R. R.",449011100,,Random House,English,6.25 x 5.75 x 2.75 Inches,,,1434
The Slow Regard of Silent Things,10.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Patrick Rothfuss,6411324,176.0,DAW,English,,,4.0,1435
DIARY OF AN OXYGEN THIEF,11.41,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 10596 >  > in > Books > # > 520 >  > in > Books > ARCHIVE > # > 50 >  > in > Books > ARCHIVE > Literature & Fiction,Anonymous,150115785X,160.0,Gallery Books,,8.25 x 5.31 x 0.40 Inches (US),,5.0,1436
First Thrills ,9.4,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",International Thriller Writers,765398222,416.0,Tom Doherty AssociatesForge Books,English,191.52 x 4.39 x 1.10 Millimeters,,,1437
Dangerous,7.99,Books > Literature & Fiction > Fiction > Romance > Western,"Palmer, Diana",373775709,379.0,Harlequin Books,English,6.60 x 4.10 x 1.20 Inches,,,1438
Hot and Badgered,13.03,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Laurenston, Shelly",1496714342,400.0,Kensington Pub Corp,English,8.25 x 5.50 x 1.25 Inches (US),,,1439
I Let You Go,20.26,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural","Mackintosh, Clare",1101987499,369.0,Penguin Group USA,English,9.75 x 6.75 x 1.25 Inches,,,1440
The Stolen,6.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,"O'Connell, Bishop",62358790,447.0,HarperCollins,English,7.00 x 4.25 x 1.25 Inches,,,1441
Kiss of the Highlander,7.99,Books > Literature & Fiction > Fiction > Romance > Historical,"Moning, Karen Marie",044023655X,396.0,Random House,English,7.25 x 3.75 x 1.25 Inches,,5.0,1442
212,13.23,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Burke, Alafair",1561325,353.0,HarperCollins,English,8.00 x 5.25 x 1.00 Inches,,,1443
The Goodnight Trail,5.98,Books > Literature & Fiction > Fiction > Westerns,Ralph Compton,2928155,384.0,St. Martin's PressSt. Martin's Paperbacks,English,173.74 x 107.95 x 1.01 Millimeters,,,1444
Need to Know,14.97,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Cleveland, Karen",1524797022,290.0,Random House Inc,English,9.75 x 6.50 x 1.25 Inches,,,1445
Fall of Giants (The Century Trilogy) (Paperback),,Books > Literature & Fiction > Fiction > Historical,"Follett, Ken",330460552,,Pan Macmillan,,,,,1446
Heat Lightning,7.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",John Sandford,523061X,448.0,Penguin Publishing GroupG.P. Putnam's Sons,English,,,,1447
The Inheritance Trilogy,16.89,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,N. K. Jemisin,6334004,1472.0,Orbit,English,8.25 x 5.50 x 2.50 Inches (US),,,1448
The Dinosaur Princess,7.76,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Victor Miln,765332981,464.0,Tom Doherty AssociatesTor Books,English,9.59 x 6.44 x 38.23 Inches (US),,,1449
Sword of Chaos,14.95,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Bradley, Marion Zimmer",1938185137,260.0,Marion Zimmer Bradley Literary Works Trust,English,5.98 x 0.55 x 9.02 Inches,,,1450
Palomino,8.22,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",167533,480.0,Random House,English,6.75 x 4.00 x 1.75 Inches,,,1451
UNDER THE DOME,14.49,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 8320 >  > in > Books > # > 747 >  > in > Books > Literature & Fiction > # > 22 >  > in > Books > Literature & Fiction > Horror,Stephen King,9149030,1088.0,Gallery Books,English,228.60 x 6.00 x 58.42 Millimeters,,5.0,1452
Bad Country,3.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Private Investigators",C. B. McKenzie,005354X,304.0,St. Martin's PressMinotaur Books,English,8.51 x 5.76 x 28.57 Inches (US),,,1453
Summer Knight,9.87,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Urban,Jim Butcher,1458923,464.0,RocPenguin Publishing Group,English,,,,1454
Port Mortuary,9.27,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Cornwell, Patricia Daniels",413479X,651.0,Christian Large Print,English,8.25 x 5.25 x 1.50 Inches,,,1455
Dangerous Games,16.84,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",110188388X,307.0,Random House Inc,English,9.00 x 6.00 x 1.25 Inches,,,1456
The Last American Vampire,4.49,Books > Literature & Fiction > Fiction > General,Seth Grahame-Smith,5502111,432.0,Grand Central Publishing,English,8.00 x 5.25 x 1.25 Inches (US),,,1457
The Returned,6.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"O'Connell, Bishop",2449878,411.0,HarperCollins,English,6.50 x 4.25 x 1.00 Inches,,,1458
"Thrown to the Wolves (Shapes of Autumn, Prequel)",7.49,Books > Literature & Fiction > Fiction > Romance > Paranormal,"Blade, Veronica",991075633,138.0,Crush Publishing,English,5.24 x 0.32 x 7.99 Inches,,,1459
Look for Me,21.92,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Gardner, Lisa",525589236,530.0,Random House Inc,English,9.25 x 6.25 x 1.25 Inches,,,1460
Mr. Monster,12.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Dan Wells,5327902,288.0,Tom Doherty AssociatesTor Books,English,8.33 x 142.49 x 0.76 Inches (US),,,1461
Miss Marple in ,15.69,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime",Agatha Christie,563524545,1.0,BBC Books,English,5.50 x 5.00 x 0.40 Inches (US),,,1462
Dark Horse,7.09,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Hoag, Tami",3583576,557.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,1463
The World of Shannara,31.76,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Cherry, David Patterson, Teresa Brooks, Terry",5480685,287.0,Random House Inc,English,8.50 x 11.25 x 1.00 Inches,,,1464
Navigators of Dune ,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,Kevin J. Anderson Brian Herbert,5381252,416.0,Tom Doherty AssociatesTor Books,English,9.40 x 6.42 x 34.42 Inches (US),,,1465
To Dance With the White Dog,2.49,Books > Literature & Fiction > Fiction > General,Terry Kay,172673X,192.0,Washington Square Press,English,8.25 x 5.31 x 15.24 Inches (US),,,1466
Soulmates Dissipate,6.99,Books > Literature & Fiction > Fiction > African American,"Morrison, Mary B.",075820020X,320.0,Kensington Pub Corp,English,7.00 x 4.50 x 0.50 Inches,,,1467
Darkly Dreaming Dexter,9.79,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 6564 >  > in > Books > # > 32 >  > in > Books > Miscellaneous","Lindsay, Jeffry P.",7277885,288.0,Random House Inc,English,5.25 x 8.25 x 0.75 Inches,,4.8,1468
The Snowman,8.75,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General","Nesbo, Jo",1973736,516.0,Random House,English,7.50 x 4.00 x 1.00 Inches,,,1469
Harry Potter,29.95,"Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 5002 >  > in > Books > # > 220 >  > in > Books > Art, Music & Photography > # > 12 >  > in > Books > Art, Music & Photography > Performing Arts","Revensen, Jody",2385652,205.0,Harper Design Intl,English,9.75 x 11.50 x 1.00 Inches,,5.0,1470
"The Supernatural Book of Monsters, Spirits, Demons, and Ghouls",9.29,"Books > Literature & Fiction > Fiction > Media Tie-Ins > Best seller ranking: > # > 1239 >  > in > Books > # > 69 >  > in > Books > Art, Music & Photography > # > 2 >  > in > Books > Art, Music & Photography > Performing Arts","Irvine, Alex",1367035,219.0,HarperCollins,English,9.00 x 6.25 x 0.75 Inches,,5.0,1471
The Fires of Heaven,21.59,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Jordan, Robert",2854272,704.0,St Martins Pr,English,6.50 x 9.50 x 2.00 Inches,,,1472
The Midnight House,13.95,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage",Alex Berenson,5253223,384.0,Penguin Publishing GroupG.P. Putnam's Sons,English,,,,1473
FRICTION,8.76,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Sandra Brown,5581193,480.0,Grand Central Publishing,English,6.75 x 4.25 x 1.32 Inches (US),,,1474
Sovereign,3.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Ted Dekker Tosca Lee,9953591,336.0,FaithWords,English,9.50 x 6.50 x 1.25 Inches (US),,,1475
Hounded,6.8,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Hearne, Kevin",5522473,304.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,,1476
Burn,7.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Police Procedural",Nevada Barr,238180X,480.0,St. Martin's PressMinotaur Books,English,190.25 x 107.19 x 1.24 Millimeters,,,1477
Ghostly Encounters,7.95,Books > Literature & Fiction > Fiction > Occult & Supernatural,Frances Kermeen,044661145X,368.0,Grand Central Publishing,English,6.75 x 4.25 x 1.00 Inches (US),,5.0,1478
Welcome to Night Vale,10.99,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 3187 >  > in > Books > # > 243 >  > in > Books > Literature & Fiction > # > 45 >  > in > Books > Literature & Fiction > General,"Cranor, Jeffrey Fink, Joseph",2351424,401.0,HarperCollins,English,9.50 x 6.50 x 1.25 Inches,,,1479
Gwendy's Button Box,12.61,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Supernatural",Richard Chizmar Stephen King,1501188291,176.0,Gallery Books,English,8.25 x 5.31 x 0.40 Inches (US),,,1480
Top Secret Twenty-One,8.76,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 1800 >  > in > Books > # > 4 >  > in > Books > Mystery & Suspense > # > 2 >  > in > Books > Mystery & Suspense > Women Sleuths",Janet Evanovich,554293X,352.0,Bantam Dell,English,6.00 x 4.00 x 1.00 Inches,,,1481
ENVY,7.99,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 14620 >  > in > Books > # > 147 >  > in > Books > Mystery & Suspense > # > 54 >  > in > Books > Mystery & Suspense > Thrillers,Sandra Brown,661180X,576.0,Grand Central Publishing,English,7.00 x 4.25 x 1.25 Inches (US),,5.0,1482
You Belong to Me,13.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Colin Harrison,1427287740,0.0,Macmillan Audio,English,1.00 x 1.00 x 1.00 Inches (US),,,1483
Heart-Shaped Box,10.82,Books > Literature & Fiction > Fiction > Ghost,"Hill, Joe",1944899,384.0,Harpercollins,English,5.00 x 7.75 x 0.75 Inches,,5.0,1484
The Return of the King ,11.64,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,054792819X,432.0,Houghton Mifflin HarcourtMariner Books,English,8.25 x 139.70 x 26.57 Inches (US),,,1485
RISE OF THE KING,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"SALVATORE, R. A.",6965688,0.0,Wizards of the Coast,English,7.00 x 4.00 x 1.00 Inches,,,1486
Halo Boxed Set II,17.02,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"Nylund, Eric Dietz, William C.",5370125,0.0,Tom Doherty AssociatesTor Books,English,173.23 x 107.44 x 90.68 Millimeters,,,1487
Streams of Silver,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"Salvatore, R. A.",6942655,377.0,Wizards of the Coast,English,7.00 x 4.25 x 1.00 Inches,,,1488
Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,316562645,272.0,Yen PressYen On,English,,,5.0,1489
The Closers,8.0,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Michael Connelly,145555071X,496.0,Grand Central Publishing,English,7.75 x 4.25 x 1.00 Inches (US),,,1490
ICO,11.24,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Miyuki Miyabe,1540635,400.0,Haikasoru,English,203.20 x 5.25 x 1.20 Millimeters,,,1491
Rescuing Hope,15.07,Books > Children's Books > Animals > Farm Animals,"Norris, Susan Line, April",1475966237,195.0,Bookmasters Dist Serv,English,5.50 x 8.25 x 0.50 Inches,,,1492
New York to Dallas,7.96,Books > Literature & Fiction > Fiction > Romance > Suspense > Best seller ranking: > # > 16877 >  > in > Books > # > 455 >  > in > Books > Romance > # > 35 >  > in > Books > Romance > Suspense,J. D. Robb,5246897,400.0,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.04 Inches (US),,,1493
Tom Clancy Power and Empire,16.76,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","CAMERON, MARC",735215898,592.0,Penguin Group USA,English,9.25 x 6.25 x 1.75 Inches,,,1494
Catalyst,22.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"Luceno, James",5511498,330.0,Random House Inc,English,9.25 x 6.25 x 1.25 Inches,,4.75,1495
Pyramids,16.12,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Pratchett, Terry",552166650,,Transworld Publishers Ltd,,,,,1496
The Hobbit and The Lord of the Rings,27.47,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 574 >  > in > Books > # > 42 >  > in > Books > Literature & Fiction > # > 7 >  > in > Books > Literature & Fiction > Fantasy,J.R.R. Tolkien,4445786,1504.0,Houghton Mifflin Harcourt,English,5.88 x 107.95 x 3.76 Inches (US),,4.0,1497
Thunderlord,7.19,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Deborah J. Ross Marion Zimmer Bradley,075641055X,432.0,DAW,English,6.75 x 4.13 x 1.17 Inches (US),,,1498
Mind Game,21.68,Books > Walmart Best Sellers,Iris Johansen,1250075858,384.0,St. Martin's Press,English,9.25 x 155.57 x 1.28 Inches (US),,,1499
Do Androids Dream of Electric Sheep?,31.78,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,various,1608867846,544.0,BOOM! Studios,English,258.76 x 6.62 x 1.30 Millimeters,,,1500
PHASMA (STAR WARS),17.69,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"DAWSON, DELILAH S.",152479631X,400.0,Random House Inc,English,9.75 x 7.50 x 1.25 Inches,,,1501
DEADLY FATE?,7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","GRAHAM, HEATHER",8319454,368.0,Harlequin Books,English,6.75 x 4.25 x 1.00 Inches,,,1502
Lincoln in the Bardo,10.7,Books > Literature & Fiction > Fiction > Historical,"Saunders, George",812985400,350.0,Random House Inc,English,8.00 x 5.00 x 0.75 Inches,,,1503
Separate from the World ,9.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 38712 >  > in > Books > # > 500 >  > in > Books > Mystery & Suspense > # > 92 >  > in > Books > Mystery & Suspense > General",P. L. Gaus,229671X,224.0,PlumePenguin Publishing Group,English,,,,1504
"Murder, She Wrote",7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Donald Bain Jessica Fletcher,1202751,272.0,BerkleyPenguin Publishing Group,English,,,,1505
The Prose Edda,7.52,"Books > Literature & Fiction > Fiction > Fairy Tales, Folk Tales, Legends & Mythology","Anderson, Rasmus BjornSturluson, Snorri",1420934600,136.0,Digireads.com,English,5.98 x 0.32 x 9.02 Inches,,,1506
Victoria ,14.57,Books > Literature & Fiction > Fiction > Historical,Daisy Goodwin,1250045479,432.0,St. Martin's PressSt. Martin's Griffin,English,8.25 x 139.70 x 1.27 Inches (US),,,1507
Old Man's War,12.61,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,John Scalzi,765394855,416.0,Tom Doherty AssociatesTor Books,English,6.69 x 107.95 x 24.64 Inches (US),,,1508
NOTHING TO LOSE,8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 8862 >  > in > Books > # > 74 >  > in > Books > Mystery & Suspense > # > 29 >  > in > Books > Mystery & Suspense > Thrillers","CHILD, LEE",044024367X,560.0,Random House,English,7.50 x 4.50 x 1.25 Inches,,,1509
Trapped,7.19,Books > Literature & Fiction > Fiction > Action & Adventure,"Hearne, Kevin",034553364X,298.0,Random House,English,7.00 x 4.00 x 1.00 Inches,,,1510
Vicious,15.96,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,V. E. Schwab,5335358,384.0,Tom Doherty AssociatesTor Books,English,8.25 x 139.70 x 27.43 Inches (US),,,1511
JEDI PATH,16.93,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,STAR WARS,2102279,160.0,,,,,,1512
The Malloreon,16.06,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Eddings, David",548387X,515.0,Random House Inc,English,9.25 x 5.75 x 1.00 Inches,,5.0,1513
To Marry a Scottish Laird,6.48,Books > Literature & Fiction > Fiction > Romance > General,"Sands, Lynsay",2273577,380.0,HarperCollins,English,7.00 x 4.25 x 1.00 Inches,,,1514
NORWEGIAN WOOD,12.5,Books > Literature & Fiction > Fiction > Literary,"MURAKAMI, HARUKI",5704023,304.0,Random House Inc,English,8.00 x 5.25 x 0.75 Inches,,,1515
The Trial,4.55,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Crime > Best seller ranking: > # > 10632 >  > in > Books > # > 523 >  > in > Books > ARCHIVE > # > 134 >  > in > Books > ARCHIVE > Books Misc",James Patterson Maxine Paetro,6317151,144.0,"BookShotsLittle, Brown and Company",English,,,,1516
The Keepsake,8.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Gerritsen, Tess",1887417,423.0,Random House,English,7.50 x 4.25 x 1.25 Inches,,,1517
The Moores Are Missing,6.92,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",James Patterson,1478971630,496.0,Grand Central Pub Mass Market,English,7.75 x 4.50 x 1.25 Inches,,,1518
Heir to Sevenwaters,7.93,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical,Juliet Marillier,1462636,416.0,AcePenguin Publishing Group,English,6.70 x 4.20 x 1.10 Inches (US),,,1519
Lost Souls,7.97,Books > Literature & Fiction > Fiction > Romance > Suspense,"Jackson, Lisa",1779383,503.0,Kensington Pub Corp,English,6.50 x 4.50 x 1.50 Inches,,,1520
Saved,13.12,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Payne, Angel",1947222228,281.0,Ingram Pub Services,English,8.00 x 5.50 x 0.75 Inches,,,1521
"WANTED MAN, A",7.48,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 13542 >  > in > Books > # > 132 >  > in > Books > Mystery & Suspense > # > 49 >  > in > Books > Mystery & Suspense > Thrillers","CHILD, LEE",246316,640.0,Random House,English,7.75 x 4.25 x 1.75 Inches,,5.0,1522
