Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
The Time Museum 1,10.19,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books","Loux, Matthew",6438498,249.0,First Second,English,8.50 x 6.00 x 0.50 Inches,,,2526
DISNEY'S 101 DALMATIANS,13.47,Books > Children's & Kids' Books > Children's Animal Books > Dogs,101 DALMATIANS,6516099,384.0,Joe Books LTD,English,8.00 x 5.25 x 1.00 Inches (US),,,2527
Disney Alice in Wonderland,20.41,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,1772755052,248.0,Joe Books LTD,English,,,,2528
Brave,10.74,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Svetlana Chmakova,6363187,248.0,Yen PressJY,English,,,,2529
Big Nate Strikes Again,4.4,Books > Children's & Kids' Books > Children's Humor Books,"Peirce, Lincoln",2283585,216.0,Harpercollins Childrens Books,English,5.50 x 8.50 x 0.75 Inches,,,2530
Sonic The Hedgehog Archives 17,9.79,Books > Comic Books & Graphic Novels > General,"Spaziante, Patrick Bollers, Karl Flynn, Ian",187979490X,108.0,Random House Inc,English,5.00 x 7.50 x 0.25 Inches,,,2531
Nancy Drew Diaries 2,8.11,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Petrucha, Stefan",159707778X,172.0,Papercutz,English,7.50 x 5.00 x 0.25 Inches,,,2532
Teenage Mutant Ninja Turtles Amazing Adventures,8.68,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Goellner, Caleb",1684051010,80.0,Random House Distribution childrens,English,9.25 x 6.25 x 0.25 Inches,,,2533
My Little Pony Friends Forever Omnibus 1,20.24,Books > Children's & Kids' Books > Media Tie-Ins,"Anderson, Ted De Campi, Alex Whitley, Jeremy",1407711,292.0,Random House Distribution childrens,,6.00 x 9.00 x 0.75 Inches,,,2534
Princess Princess Ever After,10.86,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books",Katie O'Neill,103401,56.0,Oni Press,English,228.60 x 6.00 x 0.50 Millimeters,,,2535
Rutabaga the Adventure Chef 1,9.26,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Eric Colossal,9715971,128.0,Harry N. Abrams,English,,,,2536
Pokemon X-Y 2,4.99,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,1578344,112.0,VIZ MediaVIZ Media - Children's,English,7.00 x 139.70 x 0.40 Inches (US),,,2537
The Justice Collection,9.4,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Shealy, Dennis Decarlo, Mike Doescher, Erik",1524768782,88.0,Random House Childrens Books,,8.50 x 8.50 x 0.25 Inches,,,2538
Disney Descendants Wicked World The Complete Cinestory Comic Collection,18.7,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,DESCENDANTS,1772755141,960.0,Joe Books LTD,English,8.38 x 5.38 x 3.00 Inches (US),,,2539
The City of Ember,9.35,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,"Duprau, Jeanne",5867939,,Random House Childrens Books,English,9.25 x 6.50 x 0.50 Inches,,,2540
Scarecrow's Panic Plot,5.95,Books > Children's Books > Action & Adventure,"Vecchio, Luciano Beatty, Scott",149650514X,88.0,Capstone Pr Inc,English,6.00 x 8.75 x 0.50 Inches,,,2541
Redwall,10.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Brian Jacques,924481X,148.0,Philomel BooksPenguin Young Readers Group,English,,,,2542
The Big Sparkly Box of Unicorn Magic,29.96,"Books > Children's & Kids' Books > Children's Animal Books > Dragons, Unicorns & Mythical Creatures","Simpson, Dana",1449493246,,Andrews McMeel Pub,English,9.00 x 6.00 x 2.50 Inches,,,2543
Virtual Hero II,10.66,Books > Teen & Young Adult > Teen Comic Books & Graphic Novels > General,Elrubius,734509,64.0,Two Rivers Distribution,Spanish,10.25 x 8.25 x 0.25 Inches,,,2544
Gregory and the Gargoyles 2,12.92,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Action & Adventure,"Filippi, D-p",1594655812,110.0,Ingram Pub Services,English,10.50 x 8.00 x 0.25 Inches,,,2545
My First Book of Super Villains,10.03,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,David Bar Katz Morris Katz,5703187,20.0,Downtown Bookworks,English,165.10 x 203.20 x 15.24 Millimeters,,,2546
Iron Man,22.4,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Manning, Matthew K.",6657493,199.0,Dk Pub,English,10.75 x 9.00 x 1.00 Inches,,,2547
Hombre Perro,6.22,Books > Children's & Kids' Books > Children's Humor Books,"Pilkey, Dav",1338114166,231.0,Scholastic,Spanish,8.75 x 5.75 x 1.00 Inches,,,2548
The Adventures of Tintin,16.82,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Action & Adventure,Herg,6359427,192.0,"Little, Brown Books for Young Readers",English,,,5.0,2549
Disney Lilo & Stitch the Story of the Movie in Comics,5.01,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Disney,1772756393,48.0,Joe Books Inc,English,9.25 x 6.25 x 0.25 Inches,,,2550
Pokemon XY 1,4.99,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,1579809,96.0,VIZ MediaVIZ Media - Children's,Japanese,7.00 x 139.70 x 12.70 Inches (US),,1.0,2551
Geronimo Stilton 16,9.91,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Stilton, Geronimo",9912089,55.0,Papercutz,English,6.75 x 9.25 x 0.50 Inches,,,2552
Pokemon X-Y Pocket Comics,10.35,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Santa Harukaze,1586931,240.0,VIZ MediaVIZ Media - Children's,English,5.75 x 104.78 x 17.78 Inches (US),,,2553
Nancy Drew Diaries 4,9.57,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Petrucha, Stefan",9911588,172.0,Papercutz,English,7.00 x 5.00 x 0.25 Inches,,,2554
Yo-Kai Watch 3,9.94,Books > Children's Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 11418 >  > in > Books > # > 565 >  > in > Books > ARCHIVE > # > 148 >  > in > Books > ARCHIVE > Books Misc,Noriyuki Konishi,1582738,192.0,VIZ MediaVIZ Media - Children's,,190.50 x 127.00 x 15.24 Millimeters,,,2555
Lucky Luke 56,9.2,Books > Comic Books & Graphic Novels > General,Morris,9182738,,,,,,,2556
Jim Henson's the Dark Crystal 2,12.73,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Froud, Brian Dysart, Joshua Sheikman, Alex",8868872,96.0,Archaia,,258.76 x 6.62 x 7.62 Millimeters,,,2557
Minions 2,6.99,Books > Children's Books > Media Tie-Ins,"Collin, Renaud Lapuss, Stephane",276555X,228.0,Random House Inc,,6.00 x 9.00 x 0.10 Inches,,,2558
Pokemon the Movie,9.89,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,"Turnage, Bryant Miyaki, Tetsuichiro Kamimura, Gin",1587825,192.0,VIZ MediaVIZ Media - Children's,,190.50 x 127.00 x 17.78 Millimeters,,,2559
Star Wars,14.65,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Alessandro Ferrari,4737849,208.0,Disney Lucasfilm Press,,,,,2560
Romeo & Juliet,7.15,Books > Children's & Kids' Books > Children's Classics,"Shakespeare, William",4234482,77.0,Capstone Pr Inc,English,8.00 x 5.75 x 0.25 Inches,,,2561
A Certain Scientific Accelerator 2,8.98,"Books > Children's & Kids' Books > Children's Science Fiction, Fantasy & Magic Books","Kamachi, Kazuma Arata, Yamaji",,256.0,Seven Seas Entertainment Llc,,4.75 x 7.00 x 0.50 Inches,,,2562
W.I.T.C.H 4,7.68,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Disney,316518344,256.0,Yen PressJY,English,,,,2563
Dork Diaries Squee-Tastic Boxed Set (Books 1-10 Plus 3 1/2) (Hardcover),104.66,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Rachel Rene Russell,1468879,3600.0,Aladdin,English,203.20 x 139.70 x 177.80 Millimeters,,5.0,2564
The Adventures Of Little Archie 2,7.96,Books > Comic Books & Graphic Novels > General,"Bolling, Bob",9794283,95.0,Random House Inc,English,9.50 x 6.00 x 0.25 Inches,,,2565
The Only Living Boy 1,8.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Gallaher, David",9914437,86.0,Papercutz,English,9.75 x 6.50 x 0.50 Inches,,,2566
The Black Island,11.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Herg,6358355,62.0,"Little, Brown Books for Young Readers",English,,,,2567
The Big Book of Batman,16.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Noah Smith,1941367461,32.0,Downtown Bookworks,English,10.00 x 10.00 x 12.70 Inches (US),,,2568
Bone 6,8.18,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Hamaker, Steve Smith, Jeff",9706354,118.0,Scholastic,English,9.00 x 6.00 x 0.25 Inches,,,2569
Suee and the Shadow,11.33,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Ginger Ly,1419725645,240.0,Harry N. Abrams,English,,,,2570
Star Wars Prequel Trilogy,13.54,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Alessandro Ferrari,8002749,208.0,Disney Lucasfilm Press,,,,,2571
Rutabaga the Adventure Chef 1,12.24,Books > Comic Books & Graphic Novels > Science Fiction & Fantasy > Fantasy,Eric Colossal,9713801,128.0,Harry N. Abrams,English,,,,2572
DESCENDANTS SHORTS CINESTORY COMIC V1,9.4,Books > Children's Books > Children's Comic Books & Graphic Novels > General,DESCENDANTS,1988032814,240.0,Joe Books LTD,,,,,2573
WONDER WOMAN MOVIE JUNIOR NOVEL,5.61,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,"KORTE, STEVE",2681889,144.0,Harpercollins Childrens Books,,5.25 x 7.75 x 0.25 Inches,,,2574
STRAWBERRY SHORTCAKE RETURN OF THE PURPLE PIEMAN,10.12,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"BALL, GEORGIA",140712X,80.0,Random House Distribution childrens,,6.25 x 9.25 x 0.50 Inches,,,2575
DC Comics Ultimate Character Guide,13.59,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes > Best seller ranking: > # > 1835 >  > in > Books > # > 936 >  > in > Books > Children's Books > # > 96 >  > in > Books > Children's Books > 8 - 11 Years,"Snider, Brandon T.",6682619,208.0,DKDK Children,English,,,4.6667,2576
Mal and Chad,9.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Stephen McCranie,9256579,224.0,Philomel BooksPenguin Young Readers Group,English,,,,2577
Hereville,9.74,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Barry Deutsch,9706197,144.0,Harry N. Abrams,English,,,,2578
Superpowered Pony,4.95,Books > Children's & Kids' Books > Children's Action & Adventure,"Hines-Stephens, Sarah Baltazar, Art",4868465,48.0,Capstone Pr Inc,English,5.75 x 8.00 x 0.25 Inches,,,2579
Oddly Normal 2,8.98,"Books > Children's Books > Science Fiction, Fantasy & Magic","Frampton, Otis",2154840,,Diamond Comic Distributors,English,9.00 x 6.00 x 0.25 Inches,,,2580
W.I.T.C.H 3,7.92,Books > Children's Books > Children's Comic Books & Graphic Novels > Fantasy,Disney,316476994,256.0,Yen PressJY,English,,,,2581
Avengers Vs. Thanos,10.6,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Caramagna, Joe",1302910337,128.0,Marvel,English,2.00 x 10.00 x 8.00 Inches,,,2582
Kingdom Hearts II 4,8.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",6382723,624.0,Yen Press,,7.50 x 5.25 x 2.00 Inches (US),,,2583
CatStronauts 3,6.21,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Drew Brockington,031630753X,168.0,"Little, Brown Books for Young Readers",English,,,,2584
A Thousand Billion Things (and Some Sheep),14.84,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Loic Clement,1910277428,32.0,words &amp; pictures,English,,,5.0,2585
Kingdom Hearts 358/2 Days 2,11.43,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,"Amano, Shiro",6401190,208.0,Yen Press,English,,,,2586
DESCENDANTS VOL 3,7.48,Books > Children's Books > Children's Comic Books & Graphic Novels > General,DISNEY,2754600,240.0,Joe Books LTD,English,,,,2587
Regal Academy 1,12.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Luana Vergari,1629918849,96.0,Papercutz,English,9.00 x 6.00 x 0.50 Inches (US),,,2588
Sonic the Hedgehog Presents Knuckles the Echidna Archives 6,9.99,Books > Children's Books > Action & Adventure,Sonic Scribes,1619889544,160.0,Random House Inc,English,,,,2589
Double Down,20.99,Books > Children's & Kids' Books > Children's Humor Books,"Kinney, Jeff",498682,229.0,Thorndike Pr,English,9.00 x 6.00 x 0.50 Inches,,,2590
Brain Camp,7.98,Books > Children's Books > Sports & Recreation > Camping & Outdoor Activities,"Kim, Susan Hicks, Faith Erin Klavan, Laurence",62926,151.0,Feiwel &amp; Friends,English,5.50 x 8.25 x 0.25 Inches,,,2591
DISNEY MOANA GRAPHIC NOVEL,8.48,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,MOANA,2754616,240.0,Joe Books LTD,English,,,,2592
Mr. Pants,14.2,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Scott Mccormick,3740096,128.0,Dial BooksPenguin Young Readers Group,English,,,,2593
Unicorn Crossing (Phoebe and Her Unicorn Series Book 5),9.35,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dana Simpson,948357X,176.0,Andrews McMeel Publishing,English,228.60 x 6.00 x 12.70 Millimeters,,,2594
Adventure Time 13,12.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Christopher Hastings,1684150515,112.0,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.40 Millimeters,,,2595
Herman Melville's Moby Dick,6.95,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Action & Adventure,"Rodriguez, David",1496555791,78.0,Capstone Pr Inc,English,9.00 x 6.00 x 0.25 Inches,,,2596
Darth Vader,3.4,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,"Fry, Jason",8029823,128.0,Scholastic Paperbacks,English,7.75 x 5.25 x 0.25 Inches,,,2597
Razzle Dazzle Unicorn (Phoebe and Her Unicorn Series Book 4),6.87,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Andrews McMeel Publishing,9477917,184.0,Andrews &amp; Mcmeel,,6.00 x 9.00 x 0.50 Inches,,,2598
Odd Duck,9.98,Books > Children's Books > Social Themes > Friendship,"Castellucci, CecilVaron, Sara",6435570,87.0,First Second,English,7.25 x 9.50 x 0.75 Inches,,,2599
Disney Doc McStuffins,6.99,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Disney,1772755613,64.0,Joe Books LTD,English,,,,2600
Phoebe and Her Unicorn 3,12.3,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dana Simpson,144948350X,176.0,Andrews McMeel Publishing,English,9.20 x 6.20 x 17.78 Inches (US),,,2601
The Lost Hero,19.55,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Riordan, Rick",141359986,,Penguin Books Ltd,,,,,2602
The Best of Archie Comics Starring Betty & Veronica 2,5.21,Books > Children's & Kids' Books > Children's Humor Books,"Frese, George Decesare, Angelo Goggin, Ed Doyle, Frank De Carlo, Dan",1627389415,416.0,Random House Inc,English,7.75 x 5.25 x 0.75 Inches,,,2603
Marvel Universe Ultimate Spider-Man,10.62,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Caramagna, Joe",5194425,88.0,Marvel,,,,,2604
Super Friends,3.99,Books > Children's Books > Children's Comic Books & Graphic Novels > Superheroes,Ben Harper,5856136,32.0,Random House Inc,English,6.00 x 8.75 x 0.25 Inches,,,2605
Bone 8,8.47,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Smith, Jeff",9706333,156.0,Scholastic,English,9.25 x 6.00 x 0.50 Inches,,5.0,2606
Tangled,7.4,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Scott Peterson,1684051983,72.0,Idea &amp; Design Works Llc,English,9.00 x 6.75 x 0.25 Inches,,,2607
"Fluffy, Fluffy Cinnamoroll 5",8.23,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,Yumi Tsukirino,1540703,160.0,VIZ Media - Children's,English,190.50 x 127.00 x 15.24 Millimeters,,,2608
Revenge of the Zombie Monks,7.83,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stevens, Cara J.",707276,192.0,Two Rivers Distribution,English,9.00 x 6.00 x 0.75 Inches,,,2609
The Baby-Sitters Club 5,10.04,Books > Children's & Kids' Books > Children's Books with Social Themes > Friendship,"Lamb, Braden Martin, Ann M. Galligan, Gale",1338067117,145.0,Scholastic Paperbacks,English,8.25 x 5.75 x 0.75 Inches,,,2610
Bone 7,9.09,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Hamaker, Steve Smith, Jeff",9706349,150.0,Scholastic,English,9.00 x 6.00 x 0.75 Inches,,5.0,2611
The Baby-Sitters Club 3,10.04,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General > Best seller ranking: > # > 1420 >  > in > Books > # > 725 >  > in > Books > Children's Books > # > 71 >  > in > Books > Children's Books > 8 - 11 Years,Raina Telgemeier,054588621X,160.0,Graphix,English,8.00 x 5.50 x 0.55 Inches,,,2612
The Loud House 2,8.4,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Chris Savino,1629918245,64.0,Papercutz,English,9.00 x 6.00 x 6.86 Inches (US),,,2613
Marvel Avengers Assemble 2,9.37,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Marvel Comics Group,5193594,88.0,Marvel,English,,,,2614
Big Nate,9.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Lincoln Peirce,144943634X,224.0,Andrews McMeel Publishing,English,228.60 x 6.00 x 15.24 Millimeters,,,2615
Angry Birds,9.73,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Toriseva, Janne Tobin, Paul Faraci, Tito Corteggiani, Francois",1631409735,68.0,Random House Distribution childrens,English,9.25 x 6.25 x 0.50 Inches,,,2616
Beowulf,10.35,Books > Children's & Kids' Books > Children's Classics,"Hinds, Gareth",3630238,128.0,Candlewick Pr,English,9.75 x 7.25 x 0.50 Inches,,,2617
Bake Sale,18.94,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Humorous,Sara Varon,6437405,160.0,First Second,English,8.65 x 161.54 x 0.60 Inches (US),,,2618
Zoroark,8.13,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Hideki Sonoda,1542213,192.0,VIZ Media - Children's,English,190.50 x 127.00 x 20.32 Millimeters,,,2619
Now Look What Mistakes Were Made,9.41,Books > Children's & Kids' Books > Children's Humor Books,"Pastis, Stephan",763697605,579.0,Candlewick Pr,English,8.00 x 5.25 x 1.25 Inches,,,2620
Dragons Beware!,10.48,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fantasy,Jorge Aguirre,6438786,160.0,First Second,English,10.01 x 7.52 x 7.49 Inches (US),,,2621
Nate el grande infalible / Big Nate in the Zone,14.86,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Peirce, Lincoln",1632456567,216.0,Lectorum Pubns,Spanish,8.25 x 5.75 x 1.00 Inches,,,2622
Regular Show 10,12.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Mad Rupert,1684150612,112.0,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.20 Millimeters,,,2623
The Lost Hero,9.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Robert Venditti Rick Riordan,3163259,192.0,Disney-Hyperion,English,,,5.0,2624
The Courageous Captain America,4.97,Books > Children's Books > Media Tie-Ins,MARVEL,7930504,24.0,Random House Childrens Books,English,8.00 x 6.75 x 0.25 Inches,,,2625
"Bone. 5,rock Jaw, Master of the Eastern Border",18.89,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Smith, Jeff",9706270,116.0,Scholastic,English,9.50 x 6.50 x 0.75 Inches,,,2626
Amulet 6,17.49,Books > Children's & Kids' Books > Children's Action & Adventure,"Kibuishi, Kazu",584899X,213.0,Scholastic,English,9.50 x 6.50 x 0.75 Inches,,,2627
Doctor Strange,5.48,Books > Children's & Kids' Books > Media Tie-Ins,"Kaplan, Arie Borkowski, Michael Atiyeh, Michael",110193865X,24.0,Random House Childrens Books,,6.50 x 8.00 x 0.10 Inches,,,2628
Amulet 1-3,26.44,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Kibuishi, Kazu",5643799,,Scholastic,English,9.00 x 6.00 x 1.75 Inches,,5.0,2629
The Flash!,4.99,Books > Children's Books > Media Tie-Ins,"Berrios, Frank",1524768588,24.0,Random House Childrens Books,English,8.00 x 6.50 x 0.05 Inches,,,2630
Surfside Girls 1,13.59,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Dwinell, Kim",1603094113,235.0,Random House Inc,English,9.00 x 6.00 x 0.75 Inches,,,2631
The Big Book of Wonder Woman,15.68,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Julie Merberg,1941367445,32.0,Downtown Bookworks,English,10.00 x 10.00 x 0.40 Inches (US),,,2632
Lucky Luke 58,10.66,Books > Comic Books & Graphic Novels > General,Morris,9182984,46.0,Natl Book Network,English,11.00 x 8.75 x 0.25 Inches,,,2633
"ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FR",9.02,Books > Children's & Kids' Books > Children's Humor Books,"PILKEY, DAV",5175308,176.0,Scholastic,English,8.75 x 5.75 x 0.50 Inches,,,2634
The Demon Prince of Momochi House 3,6.86,Books > Comic Books & Graphic Novels > Manga > General,"Shouoto, Aya",1579641,153.0,Viz,English,7.50 x 5.25 x 0.55 Inches,,,2635
True Stories of World War I,8.1,Books > Children's Books > History > Military & Wars,"Yomtov, Nel Proctor, Jon",9693445,32.0,Capstone Pr Inc,English,6.50 x 8.50 x 0.25 Inches,,,2636
SpongeBob Comics 1,7.53,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Stephen Hillenburg,9723191,112.0,Harry N. Abrams,English,,,,2637
The Smurfs Graphic Novels Boxed Set,11.82,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Peyo,1629917613,,Papercutz,English,9.00 x 165.10 x 8.00 Inches (US),,,2638
Fairy Idol Kanon 2,7.99,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,"Hakamada, Mera",7376904,191.0,Diamond Comic Distributors,English,5.00 x 7.00 x 0.50 Inches,,,2639
Bone 1,11.4,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Smith, Jeff",9706401,138.0,Scholastic,English,9.00 x 6.00 x 0.50 Inches,,,2640
"Pokemon Adventures, Volume 1",9.02,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga,Hidenori Kusaka,1530543,200.0,Viz Kids,English,5.00 x 7.50 x 0.75 Inches,,,2641
Pokemon Adventures,9.56,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Hidenori Kusaka,1559007,208.0,VIZ MediaVIZ Media - Children's,Japanese,190.50 x 127.00 x 20.32 Millimeters,,,2642
"Art Panels, Bam! Speech Bubbles, Pow!",5.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Historical,"Speed Shaskan, Trisha Shaskan, Stephen",1404863931,32.0,Capstone Pr Inc,English,10.75 x 9.00 x 0.25 Inches,,,2643
Pokemon,42.44,Books > Comic Books & Graphic Novels > Manga > General,Shigekatsu Ihara,1542412,1504.0,VIZ MediaVIZ Media - Children's,Japanese,126.21 x 128.59 x 195.58 Millimeters,,,2644
Invader Zim 5,12.7,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Dave Crosland Eric Trueheart,1620104784,128.0,Oni Press,English,258.76 x 6.62 x 0.50 Millimeters,,,2645
SUPER HERO HIGH YEARBOOK (DC SUPER HERO GIRLS),7.39,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"FONTANA, SHEA",4701063,96.0,Random House Childrens Books,,8.00 x 10.00 x 0.10 Inches,,4.0,2646
Mighty Jack 1,5.66,"Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Fairy Tales, Folklore, Legends & Mythology",Ben Hatke,6722640,208.0,First Second,English,8.51 x 154.69 x 12.57 Inches (US),,,2647
Adventure Time Comics 3,12.61,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Phillip Kennedy Johnson,1684150418,112.0,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.40 Millimeters,,,2648
Lunch Lady 6,6.99,Books > Children's & Kids' Books > Children's Humor Books,"Krosoczka, Jarrett J.",5867305,96.0,Random House Childrens Books,English,5.50 x 7.00 x 0.25 Inches,,,2649
The Haunted Cabin Mystery,7.68,Books > Children's Books > Children's Comic Books & Graphic Novels > General,"Warner, Gertrude Chandler Bloodworth, Mark Limke, Jeff",7531804,32.0,Albert Whitman &amp; Company,English,9.00 x 7.00 x 0.07 Inches (US),,,2650
Brave Chef Brianna,10.18,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Sam Sykes,1684150507,112.0,KaBOOM!BOOM! Studios,English,258.76 x 6.62 x 0.40 Millimeters,,,2651
Thea Stilton 1,7.98,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stilton, Thea",7074037,50.0,Papercutz,English,9.25 x 6.75 x 0.50 Inches,,,2652
Disney Descendants 2 Cinestory Comic,12.61,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,Disney,1772757691,384.0,Joe Books LTD,English,8.00 x 5.38 x 1.12 Inches (US),,,2653
Geronimo Stilton 11,9.93,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > General,"Stilton, Geronimo",7073473,55.0,Papercutz,English,6.75 x 9.25 x 0.25 Inches,,,2654
Running of the Roadster,7.48,Books > Children's Books > Children's Comic Books & Graphic Novels > General,Disney,1772755605,64.0,Joe Books LTD,English,,,,2655
Yo-Kai Watch 8,9.4,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Manga,Noriyuki Konishi,1421596911,192.0,VIZ MediaVIZ Media - Children's,English,190.50 x 127.00 x 20.32 Millimeters,,,2656
Dc Super Heroes,22.14,Books > Children's & Kids' Books > Children's Comic Books & Graphic Novels > Superheroes,Matthew Reinhart,6019986,12.0,"Little, Brown and Company",English,10.50 x 8.50 x 3.75 Inches (US),,3.8,2657
Superman Phonics Fun,9.99,Books > Children's & Kids' Books > Children's Action & Adventure Books,"Gordon, Steven E. Rosen, Lucy Farley, Rick",006188541X,12.0,Harpercollins Childrens Books,English,6.00 x 5.50 x 2.00 Inches,,,2658
Yo-Kai Watch 2,8.48,Books > Children's Books > Children's Comic Books & Graphic Novels > Manga > Best seller ranking: > # > 5400 >  > in > Books > # > 266 >  > in > Books > ARCHIVE > # > 67 >  > in > Books > ARCHIVE > Children's Books,"Enos, Joel Konishi, Noriyuki Miyaki, Tetsuchiro",,180.0,Viz,,5.00 x 7.50 x 0.50 Inches,,,2659
