Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
The Lost Plot The Invisible Library Novel,10.2,Books > Science Fiction & Fantasy > Fantasy,Genevieve Cogman,039958742X,384,Ace ,English,5.4 x 1 x 8.2 inches,10.9 ounces,4
"No Game No Life, Vol. 6 - light novel Paperback ",12.76,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385263,240,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4
Death Without Company ,12.84,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143038389,320,Penguin Books; Reprint edition ,English,5 x 0.5 x 7.7 inches,8 ounces,4
The Hunt for Red October A Jack Ryan Novel,8.49,Books > Literature & Fiction > Action & Adventure,Tom Clancy,425240339,656,Berkley; Reprint edition ,English,4.3 x 1.3 x 7.6 inches,14.1 ounces,4
The Perfect Stranger,9.28,Books > Literature & Fiction > Genre Fiction,Megan Miranda,150110800X,368,Simon & Schuster; Reprint edition ,English,5.5 x 0.9 x 8.4 inches,10.4 ounces,4
The Sword of Shannara Trilogy Hardcover ,25.86,Books > Literature & Fiction > Action & Adventure,"Brooks, Terry",345453751,1200,Del Rey; 1st edition ,English,6.7 x 2.1 x 9.6 inches,3.6 pounds,3
Cibola Burn The Expanse,15.97,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316334685,624,Orbit; Reprint edition ,English,6 x 1.6 x 9.2 inches,1.4 pounds,4
Heartbreak Hotel,9.92,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","KELLERMAN, JONATHAN",345541456,416,Ballantine Books; Reprint edition ,English,4.2 x 1 x 7.6 inches,7.7 ounces,4
Nothing to Lose Jack Reacher,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","CHILD, LEE",044024367X,560,Dell; Reprint edition ,English,4.2 x 1.4 x 7.5 inches,10.4 ounces,3
Count to Ten,15.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Ashwin Sanghi,1538759632,400,Grand Central Publishing; Reprint edition ,English,5.2 x 1.1 x 8 inches,11.2 ounces,3
CANTO BIGHT (STAR WARS),16.01,Books > Literature & Fiction > Genre Fiction,Saladin Ahmed Rae Carson John Jackson Miller,152479953X,320,Del Rey ,English,6.5 x 1.1 x 9.5 inches,1.2 pounds,3
Seven Stones to Stand or Fall,20.4,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,039959342X,544,Delacorte Press; First Edition edition ,English,6.5 x 1.6 x 9.5 inches,1.8 pounds,4
Collision Point ,7.99,Books > Literature & Fiction > United States,Lora Leigh,1250110327,350,St. Martin's Paperbacks ,English,4.4 x 0.9 x 6.9 inches,5.6 ounces,4
Tom Clancy Power and Empire A Jack Ryan Novel,16.76,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","CAMERON, MARC",735215898,592,G.P. Putnam's Sons; First Edition edition ,English,6.2 x 1.8 x 9.3 inches,1.8 pounds,4
The Silent Corner,9.99,Books > Literature & Fiction > Action & Adventure,"KOONTZ, DEAN",345546792,576,Bantam; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,10.7 ounces,4
Horus Rising The Horus Heresy,9.94,Books > Science Fiction & Fantasy > Science Fiction,Dan Abnett,1849707448,416,Games Workshop; Reprint edition ,English,4.2 x 1.2 x 6.7 inches,7 ounces,4
HALO,9.4,Books > Science Fiction & Fantasy > Science Fiction,Kelly Gay,1501155407,176,Gallery Books; Reprint edition ,English,5.3 x 0.5 x 8.2 inches,4.8 ounces,4
"Night Shift A Novel of Midnight, Texas",8.18,"Books > Mystery, Thriller & Suspense > Mystery",Charlaine Harris,425263231,400,Ace ,English,4.2 x 1 x 7.5 inches,8.8 ounces,4
An Echo of Things to Come The Licanius Trilogy,19.89,Books > Literature & Fiction > World Literature,James Islington,316274119,752,Orbit; 1 edition ,English,6.5 x 2.2 x 9.5 inches,2.4 pounds,4
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9 light novel",11.97,Books > Teen & Young Adult > Literature & Fiction,Fujino Omori,316562645,272,Yen On ,English,5.5 x 0.8 x 8.2 inches,11.2 ounces,4
Raven Black,11.13,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ann Cleeves,312359675,384,Minotaur Books; 1st edition ,English,5.6 x 1 x 8.1 inches,1.2 pounds,4
American Assassin ,11.38,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1501180495,544,Atria/Emily Bestler Books; Media Tie-In edition ,English,5.3 x 1.3 x 8.2 inches,13.8 ounces,4
Turbo Twenty-Three,6.44,Books > Literature & Fiction > United States,"EVANOVICH, JANET",345543017,352,Bantam; Reissue edition ,English,4.2 x 0.9 x 6.9 inches,5.6 ounces,4
your name. light novel,16.71,Books > Science Fiction & Fantasy > Fantasy,Makoto Shinkai,316471860,192,Yen On ,English,5.5 x 0.8 x 8 inches,8.8 ounces,4
Top Secret Twenty-One,8.76,Books > Literature & Fiction > United States,Janet Evanovich,345542932,352,Bantam; Reprint edition ,English,4.2 x 1 x 6.9 inches,7 ounces,4
The Banks Sisters Mass Market Paperback ,6.61,Books > Literature & Fiction > United States,"TURNER, NIKKI",1622869478,432,Urban Books ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,3
The North Water,10.32,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ian McGuire,125011814X,272,Picador; Reprint edition ,English,5.5 x 0.7 x 8.3 inches,8.8 ounces,4
Re,11.97,Books > Teen & Young Adult > Science Fiction & Fantasy,Tappei Nagatsuki,316315303,240,Yen On ,English,5.5 x 0.8 x 8.5 inches,9.1 ounces,4
Silence Fallen A Mercy Thompson Novel,7.99,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425281280,352,Ace; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,5.8 ounces,4
"No Game No Life, Vol. 3 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385190,208,Yen On ,English,5.5 x 0.6 x 8.4 inches,7.8 ounces,4
"Heir of Novron, Vol. 3Riyria Revelations",14.46,Books > Literature & Fiction > Action & Adventure,Michael J. Sullivan,316187712,960,Orbit; 1 edition ,English,5.5 x 1.8 x 8.2 inches,1.8 pounds,4
Thrice the Brinded Cat Hath Mew'd,11.0,"Books > Mystery, Thriller & Suspense > Mystery","Bradley, Alan",345539974,368,Bantam; Reprint edition ,English,5.1 x 0.8 x 7.9 inches,9.8 ounces,4
True Believer Mass Market Paperback ,6.39,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,446618152,480,Grand Central Publishing; Reissue edition ,English,4.1 x 1 x 6.8 inches,4 ounces,4
The Charm School Paperback ,10.87,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nelson DeMille,1538744287,800,Grand Central Publishing; Reissue edition ,English,5.2 x 2.2 x 8 inches,1.4 pounds,4
Sojourn,7.19,Books > Literature & Fiction > Action & Adventure,"Salvatore, R. A.",786940077,346,Wizards of the Coast; 1st edition ,English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4
I'm Thinking of Ending Things,8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Iain Reid,1501126946,240,Gallery/Scout Press; Reprint edition ,English,5.5 x 0.6 x 8.4 inches,5.6 ounces,3
Manhunt,4.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson James O. Born,316473499,144,BookShots ,English,5 x 0.5 x 7 inches,3.5 ounces,4
Doctor Sleep,6.11,Books > Literature & Fiction > Genre Fiction,Stephen King,1451698860,672,Pocket Books; Reprint edition ,English,4.1 x 1.4 x 7.5 inches,10.4 ounces,4
Warheart,9.4,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765383098,480,Tor Fantasy ,English,4.3 x 1.3 x 6.8 inches,8 ounces,4
Our Souls at Night Vintage Contemporaries,10.2,Books > Literature & Fiction > Genre Fiction,"HARUF, KENT",1101911921,192,Vintage; Reprint edition ,English,5.2 x 0.5 x 8 inches,6.4 ounces,4
The Fate of the Tearling,15.07,Books > Science Fiction & Fantasy > Fantasy,"Johansen, Erika",62290444,496,Harper Paperbacks; Reprint edition ,English,5.3 x 1.1 x 8 inches,12.8 ounces,3
One Year After ,6.98,Books > Science Fiction & Fantasy > Science Fiction,William R. Forstchen,765376717,448,Forge Books; Reprint edition ,English,4.3 x 1.2 x 7.5 inches,9.1 ounces,4
Caliban's War The Expanse,11.55,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,9.78E+12,624,Orbit; First Edition edition ,English,6 x 1.6 x 9.2 inches,1.6 pounds,4
Heart-Shaped Box Paperback ,10.82,Books > Literature & Fiction > Genre Fiction,"Hill, Joe",61944890,400,William Morrow Paperbacks ,English,5.3 x 0.9 x 8 inches,8.8 ounces,4
Hope to Die Alex Cross,10.62,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455515833,416,Vision ,English,4.2 x 1.2 x 7.5 inches,6.4 ounces,4
The Dark Tower III ,9.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501161822,720,Pocket Books ,English,4.1 x 1 x 7.5 inches,14.1 ounces,4
A Gathering of Secrets,26.99,"Books > Mystery, Thriller & Suspense > Mystery",Linda Castillo,1250121310,320,Minotaur Books ,English,6.1 x 9.2 inches,1.7 pounds,nan
Before They Are Hanged The First Law,13.87,Books > Literature & Fiction > Genre Fiction,Joe Abercrombie,316387355,560,Orbit ,English,6 x 1.5 x 9.2 inches,1.4 pounds,4
The One Man,6.98,Books > Literature & Fiction > World Literature,Andrew Gross,1250079527,496,St. Martin's Paperbacks ,English,4.2 x 1 x 7.5 inches,9.1 ounces,4
House of Secrets,6.77,Books > Literature & Fiction > Genre Fiction,V.C. Andrews,1501162500,400,Pocket Books ,English,4.1 x 1 x 6.8 inches,4.2 ounces,1
14th Deadly Sin Women's Murder Club,6.82,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Maxine Paetro,1455584983,336,Vision ,English,4.2 x 0.9 x 7.5 inches,7 ounces,4
One Second After A John Matherson Novel,9.98,Books > Science Fiction & Fantasy > Science Fiction,William R. Forstchen,765327252,352,Forge Books; 1 edition ,English,5.8 x 1 x 9.2 inches,12 ounces,4
The Return of the King ,11.64,Books > Science Fiction & Fantasy > Fantasy,J.R.R. Tolkien,054792819X,432,Mariner Books; Reissue edition ,English,5.5 x 1 x 8.2 inches,14.4 ounces,4
Red Seas Under Red Skies Gentleman Bastards,8.09,Books > Literature & Fiction > Action & Adventure,"Lynch, Scott",553588958,760,Bantam Spectra; Reissue edition ,English,4.2 x 1.2 x 6.9 inches,13.6 ounces,4
The Running Man,8.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501143859,416,Pocket Books; Reissue edition ,English,4.1 x 0.9 x 7.5 inches,8 ounces,4
"The Well of Ascension Mistborn, Book 2",6.88,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,765356139,816,Tor Fantasy; Reprint edition ,English,4.1 x 1.3 x 6.8 inches,15.2 ounces,4
Nemesis Games The Expanse,14.06,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316334715,576,Orbit; Reprint edition ,English,6 x 1.5 x 9.2 inches,1.4 pounds,4
Deadhouse Gates,8.98,Books > Literature & Fiction > Action & Adventure,Steven Erikson,765348799,864,Tor Fantasy; 1st edition ,English,4.2 x 1.4 x 6.8 inches,1.9 pounds,4
Kenobi,7.99,Books > Literature & Fiction > Action & Adventure,"MILLER, JOHN JACKSON",345546849,464,Del Rey ,English,4.2 x 1 x 6.9 inches,7.8 ounces,4
Mind Game,21.68,"Books > Mystery, Thriller & Suspense > Mystery",Iris Johansen,1250075858,384,St. Martin's Press; 1st edition ,English,6.4 x 1.3 x 9.6 inches,1.3 pounds,4
The Library at Mount Char Paperback ,13.36,Books > Literature & Fiction > Genre Fiction,"Hawkins, Scott",553418629,400,Broadway Books; Reprint edition ,English,5.2 x 0.9 x 8 inches,11.2 ounces,4
The Murder at the Vicarage Miss Marple Mysteries,8.98,Books > Literature & Fiction > Genre Fiction,"Christie, Agatha",62073605,304,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.7 x 8 inches,8 ounces,4
Jack & Jill Alex Cross,8.0,"Books > Mystery, Thriller & Suspense > Mystery",James Patterson,446604801,480,Vision; Reissue edition ,English,4.2 x 1.2 x 6.8 inches,8.8 ounces,4
"Day Shift A Novel of Midnight, Texas",8.99,Books > Literature & Fiction > Action & Adventure,Charlaine Harris,425263207,400,Ace ,English,4.2 x 1 x 7.5 inches,7.2 ounces,4
William Shakespeare's Star Wars Trilogy,28.91,Books > Science Fiction & Fantasy > Science Fiction,"Doescher, Ian",1594747911,520,Quirk Books; Media Tie In edition ,English,6 x 2.5 x 8.6 inches,2.4 pounds,4
"Dead Beat The Dresden Files, Book 7",8.01,"Books > Mystery, Thriller & Suspense > Mystery",Jim Butcher,045146091X,528,Roc; English Language edition ,English,7.4 x 4.3 x 1.2 inches,8.8 ounces,4
Odd Thomas,9.64,Books > Literature & Fiction > Genre Fiction,"KOONTZ, DEAN",9.78E+12,480,Bantam; Reprint edition ,English,4.2 x 1.1 x 7.5 inches,6.4 ounces,4
Echo Park A Harry Bosch Novel,9.94,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455550728,448,Grand Central Publishing; Reissue edition ,English,4.2 x 1.2 x 7.5 inches,8.8 ounces,4
Star Wars,7.99,Books > Literature & Fiction > Action & Adventure,"KEMP, PAUL S.",345511395,352,Del Rey; Reprint edition ,English,4.2 x 1 x 6.9 inches,5.6 ounces,4
"""C"" Is for Corpse",9.35,"Books > Mystery, Thriller & Suspense > Mystery",Sue Grafton,312939019,320,St. Martin's Paperbacks; Reprint edition ,English,4.4 x 0.9 x 6.9 inches,4 ounces,4
Three Plums In One,18.19,"Books > Mystery, Thriller & Suspense > Mystery",Janet Evanovich,743216393,800,Scribner ,English,6.1 x 2.1 x 9.2 inches,2.2 pounds,4
"Wizard's First Rule Sword of Truth, Book 1",5.63,Books > Literature & Fiction > Action & Adventure,"GOODKIND, TERRY",812548051,848,Tor Books ,English,4.3 x 1.8 x 6.8 inches,14.4 ounces,4
"Memories of Ice The Malazan Book of the Fallen, Book 3",8.98,Books > Literature & Fiction > Action & Adventure,"Erikson, Steven",765348802,925,Tor Fantasy ,English,4.1 x 1.5 x 6.8 inches,14.9 ounces,4
The Fall of Hyperion Mass Market Paperback ,7.19,Books > Science Fiction & Fantasy > Fantasy,"Simmons, Dan",553288202,528,Spectra ,English,4.2 x 1.1 x 6.8 inches,8.8 ounces,4
Digital Fortress,8.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Dan Brown,312944926,544,St. Martin's Paperbacks ,English,4.4 x 1.4 x 7.6 inches,12 ounces,4
Every Last Lie,14.84,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","KUBICA, MARY",778319989,336,Park Row Books ,English,6.4 x 1.2 x 9.5 inches,1.1 pounds,3
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 8 - light novel Is It Wrong to Pick Up Girls in a Dungeon?",11.97,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,316394181,400,Yen On; Translation edition ,English,5.5 x 1 x 8.2 inches,13.4 ounces,4
