Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
A Lineage of Grace,11.42,Books > Christian Books & Bibles > Literature & Fiction,Francine Rivers,842356320,560.0,"Tyndale House Publishers, Inc.; Original edition ",English,6 x 1.4 x 9 inches,1.2 pounds,4.8,135
Us Against You,17.7,Books > Literature & Fiction > Genre Fiction,Fredrik Backman,1501160796,,Atria Books ,English,6 x 9 inches,1.7 pounds,,136
The People vs. Alex Cross Hardcover ,17.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,316273902,,"Little, Brown and Company ",English,6.4 x 1.4 x 9.6 inches,1.9 pounds,4.7,137
The Art and Making of The Greatest Showman Hardcover ,31.75,Books > Humor & Entertainment > Movies,Signe Bergstrom,1681883732,,Weldon Owen; Not for Online ed. edition ,English,9 x 0.9 x 11 inches,2.2 pounds,4.9,138
The Female Persuasion,16.8,Books > Literature & Fiction > Genre Fiction,Meg Wolitzer,1594488401,,Riverhead Books ,English,6.3 x 1.5 x 9.3 inches,1.5 pounds,,139
The Queen of Hearts Hardcover ,17.1,Books > Literature & Fiction > Genre Fiction,Kimmery Martin,399585052,,Berkley ,English,6.3 x 1.2 x 9.3 inches,1.2 pounds,4.6,140
After Anna Hardcover ,20.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Scottoline,125009965X,,St. Martin's Press ,English,,1.7 pounds,,141
in the absence of the sun Paperback ,6.99,Books > Literature & Fiction > Poetry,emily curtis,692901264,114.0,Emily Curtis ,English,5 x 0.3 x 8 inches,3.2 ounces,4.3,142
Station Eleven Paperback ,10.31,Books > Science Fiction & Fantasy > Science Fiction,Emily St. John Mandel,804172447,352.0,Vintage; Reprint edition ,English,5.2 x 0.7 x 8 inches,9.6 ounces,4.1,143
The Illustrated Man Mass Market Paperback ,7.99,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,9.78E+12,304.0,Simon & Schuster; Reprint edition ,English,4.1 x 1 x 6.8 inches,4 ounces,4.4,144
The Divide Paperback ,14.99,Books > Science Fiction & Fantasy > Science Fiction,Jeremy Robinson,1941539351,370.0,Breakneck Media ,English,6 x 0.9 x 9 inches,1.4 pounds,4.9,145
New York 2140 Paperback ,13.56,Books > Science Fiction & Fantasy > Science Fiction,Kim Stanley Robinson,316262315,656.0,Orbit; Reprint edition ,English,5.5 x 1.8 x 8.5 inches,1 pounds,3.8,146
Bird Box,10.07,Books > Literature & Fiction > Genre Fiction,Josh Malerman,62259660,272.0,Ecco; Reprint edition ,English,5.3 x 0.6 x 8 inches,4 ounces,4.4,147
The Valley of the Shadows Black Tide Rising,20.91,Books > Science Fiction & Fantasy > Science Fiction,Mike Massa,1481483552,,Baen ,English,,1.7 pounds,,148
Spinning Silver Hardcover ,25.2,Books > Literature & Fiction > Action & Adventure,Naomi Novik,399180982,,Del Rey ,English,5.5 x 1.2 x 8.2 inches,1.3 pounds,,149
The Green Mile,8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501160443,512.0,Pocket Books ,English,4.1 x 1.1 x 7.5 inches,9.8 ounces,4.8,150
Binti,11.21,Books > Literature & Fiction > United States,Nnedi Okorafor,765393131,208.0,Tor.com ,English,5 x 0.5 x 8 inches,5.6 ounces,4.6,151
The Martian Chronicles Mass Market Paperback ,7.99,Books > Literature & Fiction > Short Stories & Anthologies,Ray Bradbury,1451678193,256.0,Simon & Schuster; Reprint edition ,English,4.1 x 0.8 x 6.8 inches,4.5 ounces,4.4,152
Echo Burning Jack Reacher,8.15,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515143820,592.0,Berkley; Reissue edition ,English,4.2 x 1.2 x 7.6 inches,11.2 ounces,4.3,153
The Ghostwriter Paperback ,13.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alessandra Torre,1940941946,316.0,DCA ,English,6 x 0.8 x 9 inches,1.2 pounds,4.7,154
In This Grave Hour,10.99,Books > Literature & Fiction > Genre Fiction,Jacqueline Winspear,62436627,368.0,Harper Perennial; Reprint edition ,English,5.3 x 0.8 x 8 inches,9.4 ounces,4.7,155
The Daughter,9.89,Books > Literature & Fiction > Women's Fiction,Lucy Dawson,1786813300,284.0,Bookouture ,English,5.1 x 0.6 x 7.8 inches,7.8 ounces,4.3,156
Red War A Mitch Rapp Novel,25.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1501190598,,Atria/Emily Bestler Books ,English,,1.7 pounds,,157
"Tinker, Tailor, Soldier, Spy",13.06,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143119788,400.0,Penguin Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12 ounces,4.1,158
Gwendy's Button Box,11.59,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King Richard Chizmar,1501188291,176.0,Gallery Books; Reprint edition ,English,5.3 x 0.4 x 8.2 inches,5 ounces,4.3,159
The Dark Tower IV,8.99,Books > Literature & Fiction > Genre Fiction,Stephen King,1501161830,1040.0,Pocket Books; Reissue edition ,English,4.1 x 1.9 x 7.5 inches,1 pounds,4.3,160
The Medical Examiner,4.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Maxine Paetro,316504823,144.0,BookShots ,English,5 x 0.4 x 7 inches,5 ounces,4.1,161
The Language of Flowers,11.06,Books > Literature & Fiction > Genre Fiction,Vanessa Diffenbaugh,345525558,334.0,Ballantine Books; Reprint edition ,English,5.2 x 0.8 x 8 inches,9.6 ounces,4.5,162
The Girl in the Moon Hardcover ,22.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Terry Goodkind,1510736417,,Skyhorse Publishing ,English,6.5 x 1.5 x 9 inches,1.6 pounds,3.5,163
The House of God Paperback ,12.84,Books > Humor & Entertainment > Humor,Samuel Shem,425238091,400.0,Berkley; Reissue edition ,English,5.5 x 1 x 8.2 inches,11.2 ounces,4.4,164
Gilead,9.84,Books > Literature & Fiction > Genre Fiction,Marilynne Robinson,031242440X,247.0,Picador; Reprint edition ,English,5.4 x 0.8 x 8.3 inches,7.2 ounces,4.1,165
The Great Divorce Paperback ,8.88,Books > Christian Books & Bibles > Literature & Fiction,C. S. Lewis,60652950,160.0,HarperOne; Revised ed. edition ,English,5.3 x 0.4 x 8 inches,8.6 ounces,4.6,166
Ishmael,12.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Daniel Quinn,553375407,263.0,Bantam; Reissue edition ,English,5.2 x 0.8 x 8 inches,4.8 ounces,4.6,167
The Gender Game Volume 1,13.49,Books > Teen & Young Adult > Science Fiction & Fantasy,Bella Forrest,1535197722,416.0,CreateSpace Independent Publishing Platform ,English,6 x 1 x 9 inches,1.7 pounds,4.4,168
Roald Dahl Collection - 15 Paperback Book Boxed Set Paperback ,,Books > Literature & Fiction > Short Stories & Anthologies,Roald Dahl,141349980,,Puffin Books; 15 Book Boxed Set edition ,English,5.3 x 7 x 8.1 inches,5.4 pounds,4.7,169
Thesaurus Of Scales And Melodic Patterns Paperback ,29.66,Books > Literature & Fiction > Literary,Nicolas Slonimsky,1258454165,256.0,"Literary Licensing, LLC ",English,8.5 x 0.5 x 11 inches,1.2 pounds,4.5,170
The Deceivers A John Wells Novel,18.28,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Alex Berenson,399176160,,G.P. Putnam's Sons ,English,6.3 x 1.4 x 9.4 inches,1.4 pounds,4.3,171
Timeless,25.19,Books > Literature & Fiction > Genre Fiction,R. A. Salvatore,62688596,,Harper Voyager ,English,6 x 1.3 x 9 inches,1.4 pounds,,172
"In a Dark, Dark Wood Paperback ",8.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ruth Ware,1501112333,352.0,Gallery/Scout Press; Reprint edition ,English,5.3 x 0.9 x 8.2 inches,8.8 ounces,3.9,173
Scalia Speaks,20.01,Books > Politics & Social Sciences > Politics & Government,Antonin Scalia,525573321,,Crown Forum ,English,6.6 x 1.4 x 9.5 inches,1.4 pounds,4.8,174
The World According to Mister Rogers,11.8,Books > Literature & Fiction > Genre Fiction,Fred Rogers,1401301061,,Hachette Books ,English,5.9 x 0.8 x 6.8 inches,9.6 ounces,4.8,175
Ursula K. Le Guin,48.56,Books > Science Fiction & Fantasy > Science Fiction,Ursula K. Le Guin,1598535374,,Library of America; Box edition ,English,5.4 x 2.9 x 8.5 inches,3.6 pounds,5.0,176
"Overlord, Vol. 2 - light novel Hardcover ",16.02,Books > Science Fiction & Fantasy > Fantasy,Kugane Maruyama,031636391X,,Yen On ,English,5.8 x 1 x 8.8 inches,14.4 ounces,4.6,177
Silver Surfer,20.83,Books > Comics & Graphic Novels > Graphic Novels,Jim Starlin,785166432,224.0,Marvel ,English,6.8 x 0.5 x 10.2 inches,12.6 ounces,4.6,178
The Art of Magic,25.46,Books > Arts & Photography > History & Criticism,James Wyatt,1421596571,,VIZ Media LLC ,English,10 x 1 x 11.2 inches,3.9 pounds,5.0,179
The Color of Magic Discworld,7.78,Books > Literature & Fiction > Action & Adventure,Terry Pratchett,62225677,288.0,Harper; Reissue edition ,English,4.2 x 0.6 x 7.5 inches,5.6 ounces,4.3,180
The Core,18.0,Books > Literature & Fiction > Action & Adventure,Peter V. Brett,345531507,,Del Rey ,English,6.4 x 1.9 x 9.5 inches,2.4 pounds,4.3,181
The 10X Rule,16.96,Books > Business & Money > Business Culture,Grant Cardone,470627603,,Wiley; 1 edition ,English,6.3 x 1 x 9.1 inches,1 pounds,4.6,182
Force of Nature,17.1,Books > Literature & Fiction > Genre Fiction,Jane Harper,1250105633,,Flatiron Books; First Edition edition ,English,6.4 x 1.2 x 9.4 inches,1.1 pounds,4.2,183
Twisted Prey A Prey Novel,20.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,735217351,,G.P. Putnam's Sons ,English,6 x 1.2 x 9 inches,1.4 pounds,,184
If I Live If I Run Series,14.32,Books > Christian Books & Bibles > Literature & Fiction,Terri Blackstock,310332540,352.0,Zondervan ,English,5.5 x 0.9 x 8.4 inches,10.9 ounces,4.9,185
The Other Woman,26.09,Books > Literature & Fiction > Action & Adventure,Daniel Silva,62834827,,Harper ,English,6 x 1.5 x 9 inches,1.4 pounds,,186
Celtic Empire Dirk Pitt Adventure,26.1,Books > Literature & Fiction > Action & Adventure,Clive Cussler,735218994,,G.P. Putnam's Sons ,English,6 x 1.2 x 9 inches,1.4 pounds,,187
Their Eyes Were Watching God Paperback ,11.24,Books > Literature & Fiction > United States,Zora Neale Hurston,61120065,219.0,Harper Perennial Modern Classics; 1 edition ,English,5.5 x 0.6 x 8.2 inches,8 ounces,4.4,188
The Husband's Secret Paperback ,7.48,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,451490045,496.0,Berkley; Premium edition ,English,4.2 x 1 x 7.5 inches,8.8 ounces,4.3,189
I hope this reaches her in time Paperback ,5.7,Books > Literature & Fiction > Poetry,r.h. Sin,1979772304,72.0,CreateSpace Independent Publishing Platform ,English,5 x 0.2 x 8 inches,3.2 ounces,4.7,190
Beartown,11.59,Books > Literature & Fiction > Genre Fiction,Fredrik Backman,150116077X,432.0,Washington Square Press; Reprint edition ,English,5.3 x 1.1 x 8.2 inches,11.4 ounces,4.5,191
Darker,9.25,Books > Literature & Fiction > Women's Fiction,E L James,385543913,560.0,Vintage ,English,5.2 x 0.9 x 8 inches,1.9 pounds,4.7,192
Exit West,11.56,Books > Literature & Fiction > Genre Fiction,Mohsin Hamid,735212201,256.0,Riverhead Books; Reprint edition ,English,5.1 x 0.7 x 8 inches,8.2 ounces,4.0,193
A Man Called Ove,9.61,Books > Literature & Fiction > Humor & Satire,Fredrik Backman,1476738025,337.0,Washington Square Press; Reprint edition ,English,5.3 x 1 x 8.2 inches,10.4 ounces,4.6,194
The Silent Wife,6.9,Books > Literature & Fiction > Literary,Kerry Fisher,1786811278,350.0,Bookouture ,English,5.1 x 0.8 x 7.8 inches,12.8 ounces,4.1,195
Curse of Strahd,35.05,Books > Literature & Fiction > Genre Fiction,Wizards RPG Team,786965983,,Wizards of the Coast; Har/Map edition ,English,8.5 x 0.7 x 11.2 inches,2.1 pounds,4.7,196
Starfinder Roleplaying Game,37.42,Books > Science Fiction & Fantasy > Gaming,James L. Sutter,1601259565,,Paizo Inc.; Brdgm edition ,English,8.7 x 1.1 x 10.9 inches,3.7 pounds,3.7,197
Never Let Me Go Paperback ,10.87,Books > Literature & Fiction > Genre Fiction,Kazuo Ishiguro,1400078776,288.0,Vintage ,English,5.2 x 0.7 x 8 inches,7.2 ounces,3.7,198
Sleeping Beauties,19.64,Books > Literature & Fiction > Genre Fiction,Stephen King Owen King,150116340X,,Scribner; First Edition edition ,English,6.1 x 2.1 x 9.2 inches,2.6 pounds,4.0,199
Killing Commendatore,27.0,Books > Literature & Fiction > Genre Fiction,Haruki Murakami,052552004X,,Knopf ,English,6.2 x 1 x 9.2 inches,2.1 pounds,,200
The Ultimate Hitchhiker's Guide to the Galaxy Paperback ,13.59,Books > Literature & Fiction > British & Irish,Douglas Adams,345453743,832.0,Del Rey ,English,6.1 x 1.4 x 9.2 inches,1.7 pounds,4.5,201
Hoard of the Dragon Queen D&D Adventure,18.81,Books > Science Fiction & Fantasy > Gaming,Wizards RPG Team,786965649,,Wizards of the Coast; 5th Edition edition ,English,8.6 x 0.5 x 11.1 inches,1.4 pounds,4.2,202
The Martian Paperback ,10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Andy Weir,553418025,387.0,Broadway Books; Reprint edition ,English,5.2 x 0.9 x 8.1 inches,12 ounces,4.7,203
"Lake Silence World of the Others, The",17.7,Books > Literature & Fiction > Genre Fiction,Anne Bishop,399587241,,Ace ,English,6.3 x 1.3 x 9.3 inches,1.4 pounds,4.8,204
The Hitchhiker's Guide to the Galaxy Mass Market Paperback ,6.8,Books > Comics & Graphic Novels > Graphic Novels,Douglas Adams,345391802,224.0,Del Rey; First Edition edition ,English,4.2 x 0.6 x 6.9 inches,1.6 ounces,4.5,205
Broken Angels,14.4,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Richard K. Morgan,345457714,384.0,"Del Rey; 1st, First American Edition, Cover Torn edition ",English,6 x 0.8 x 9.2 inches,14.4 ounces,3.9,206
Red Rising Paperback ,10.2,Books > Science Fiction & Fantasy > Science Fiction,Pierce Brown,034553980X,416.0,Del Rey; Reprint edition ,English,5.5 x 0.9 x 8.2 inches,9.6 ounces,4.6,207
The Tuscan Child Paperback ,10.37,Books > Literature & Fiction > Genre Fiction,Rhys Bowen,1503951812,352.0,Lake Union Publishing ,English,5.5 x 1 x 8.2 inches,12 ounces,4.4,208
To Die but Once,18.29,Books > Literature & Fiction > Genre Fiction,Jacqueline Winspear,62436635,,Harper ,English,6 x 1.1 x 9 inches,1.2 pounds,5.0,209
Shelter in Place Hardcover ,17.03,Books > Literature & Fiction > Genre Fiction,Nora Roberts,1250161592,,St. Martin's Press ,English,6.1 x 9.2 inches,1.7 pounds,,210
The Hush,19.03,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Hart,1250012309,,St. Martin's Press ,English,6.4 x 1.3 x 9.5 inches,1.4 pounds,3.7,211
Dark in Death,18.25,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",J. D. Robb,1250161533,,St. Martin's Press ,English,6.1 x 1.2 x 9.2 inches,1.3 pounds,4.5,212
Camino Island,7.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,1524797154,368.0,Dell; Reprint edition ,English,4.2 x 0.9 x 7.6 inches,6.7 ounces,3.9,213
Agent in Place Gray Man,20.42,Books > Literature & Fiction > Action & Adventure,Mark Greaney,451488903,,Berkley ,English,6.4 x 1.6 x 9.4 inches,1.6 pounds,4.7,214
All Your Perfects,11.14,Books > Literature & Fiction > Genre Fiction,Colleen Hoover,1501193325,384.0,Atria Books ,English,5.3 x 8.2 inches,1.1 pounds,,215
Chicago,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",David Mamet,62797190,,Custom House; 1st Edition edition ,English,6 x 1.1 x 9 inches,1.1 pounds,2.6,216
The Terminal List,17.1,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jack Carr,1501180819,,Atria/Emily Bestler Books ,English,6 x 1.2 x 9 inches,1.3 pounds,4.9,217
Between the World and Me Hardcover ,13.91,Books > Politics & Social Sciences > Sociology,Ta-Nehisi Coates,812993543,,Spiegel & Grau; 1 edition ,English,5.2 x 0.7 x 7.6 inches,8.8 ounces,4.6,218
Where the Sidewalk Ends,13.59,Books > Children's Books > Literature & Fiction,Shel Silverstein,60256672,,HarperCollins; 1st edition ,English,6.8 x 0.9 x 8.8 inches,1.2 pounds,4.9,219
The Left Hand of Darkness Mass Market Paperback ,8.99,Books > Science Fiction & Fantasy > Fantasy,Ursula K. Le Guin,441478123,304.0,Ace Books; 1st edition ,English,4.2 x 0.9 x 7.5 inches,5.6 ounces,4.2,220
Storm King's Thunder Dungeons & Dragons,33.1,Books > Science Fiction & Fantasy > Gaming,Wizards RPG Team,786966009,,Wizards of the Coast ,English,8.5 x 0.7 x 11.1 inches,3 pounds,4.5,221
The Book of Dust,13.88,Books > Teen & Young Adult > Literature & Fiction,Philip Pullman,375815309,,Knopf Books for Young Readers; First Edition edition ,English,6.7 x 1.4 x 9.3 inches,1.8 pounds,4.4,222
Do Androids Dream of Electric Sheep?,12.69,Books > Comics & Graphic Novels > Graphic Novels,Philip K. Dick,345404475,240.0,Del Rey ,English,5.5 x 0.5 x 8.2 inches,6.4 ounces,4.3,223
The Fifth Season The Broken Earth,12.31,Books > Literature & Fiction > Women's Fiction,N. K. Jemisin,316229296,512.0,Orbit ,English,5.4 x 1.2 x 8.2 inches,12.6 ounces,4.4,224
Dune Mass Market Paperback ,8.99,Books > Science Fiction & Fantasy > Fantasy,Frank Herbert,441172717,896.0,Ace ,English,4.2 x 1.8 x 7.6 inches,1 pounds,4.5,225
Thrawn,18.89,Books > Literature & Fiction > Genre Fiction,Timothy Zahn,052548048X,,Del Rey ,English,6.1 x 0.8 x 9.2 inches,1.2 pounds,,226
The Name of the Wind Mass Market Paperback ,9.94,Books > Science Fiction & Fantasy > Fantasy,Patrick Rothfuss,756404746,722.0,DAW Books ,English,4.2 x 1.5 x 6.8 inches,12 ounces,4.6,227
American Gods,10.5,Books > Literature & Fiction > Action & Adventure,Neil Gaiman,62572237,576.0,"William Morrow Paperbacks; Anniversary, Media Tie In edition ",English,5.3 x 0.9 x 8 inches,15.2 ounces,4.3,228
"Mistborn Trilogy Boxed Set Mistborn, The Hero of Ages, & The Well of Ascension",18.09,Books > Science Fiction & Fantasy > Fantasy,Brandon Sanderson,076536543X,,Tor Fantasy; Box edition ,English,4.2 x 3.7 x 6.9 inches,2.4 pounds,4.6,229
D&D DUNGEON TILES REINCARNATED,18.04,Books > Science Fiction & Fantasy > Gaming,Wizards RPG Team,786966300,,Wizards of the Coast; Brdgm edition ,English,9.1 x 2.2 x 12 inches,3.6 pounds,4.3,230
The Sixth Day A Brit in the FBI,16.78,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Catherine Coulter J.T. Ellison,1501138170,,Gallery Books ,English,6 x 9 inches,1.7 pounds,,231
The Woman Left Behind,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Linda Howard,62419013,,William Morrow ,English,6 x 1.2 x 9 inches,1.2 pounds,4.5,232
The Dry,10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jane Harper,1250105625,352.0,Flatiron Books; Reprint edition ,English,5.6 x 1 x 8.2 inches,10.4 ounces,4.3,233
Need to Know,16.47,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Karen Cleveland,1524797022,,Ballantine Books ,English,6.4 x 1.1 x 9.5 inches,1.2 pounds,4.4,234
What Alice Forgot Paperback ,9.59,Books > Literature & Fiction > Genre Fiction,Liane Moriarty,425247449,488.0,Berkley Books; Reprint edition ,English,5.4 x 1.1 x 8.2 inches,14.4 ounces,4.4,235
Ordinary Grace Paperback ,9.01,Books > Literature & Fiction > Genre Fiction,William Kent Krueger,1451645856,336.0,Atria Books; Reprint edition ,English,5.3 x 0.9 x 8.2 inches,9.6 ounces,4.6,236
The Temptation of Forgiveness,23.4,"Books > Mystery, Thriller & Suspense > Mystery",Donna Leon,802127754,,Atlantic Monthly Press ,English,6.2 x 1.2 x 9.2 inches,1.1 pounds,,237
Tell Me I'm Wrong,9.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Adam Croft,1912599007,274.0,Circlehouse ,English,5.2 x 0.7 x 8 inches,12.6 ounces,4.2,238
House of Leaves Paperback ,15.18,Books > Literature & Fiction > Genre Fiction,Mark Z. Danielewski,375703764,709.0,Pantheon; 2nd edition ,English,7 x 1.4 x 9.2 inches,2.2 pounds,4.1,239
Munich,18.27,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Harris,525520260,,Knopf; 1st Edition edition ,English,6.6 x 1.1 x 9.5 inches,1.3 pounds,4.1,240
City of Endless Night Agent Pendergast series,19.04,Books > Literature & Fiction > Genre Fiction,Douglas Preston,1455536946,,Grand Central Publishing; 1 edition ,English,6.5 x 1.2 x 9.4 inches,1.2 pounds,4.3,241
